Business_Id_B,Business_Name_B,Author_Id_F,Author_Name_F,Form_Id_F,Form_Name_F,File_Id_F,File_Name_F,Section_Id_F,Data_Section_Id_F,Parent_Data_Section_Id_F,Section_Id_338_H1,Data_Section_Id_338_H1,SiteID_H1,Transect_H1,Date_H1,Start_time_H1,Observer_H1...18,ObserverOther_H1,Observer_H1...20,GPS_H1,Weather_H1,Temp_C_H1,Section_Id_339_H2,Data_Section_Id_339_H2,P1 Vis_rank_H2,P2 Vis_rank_H2,P3 Vis_rank_H2,P4 Vis_rank_H2,P5 Vis_rank_H2,P6 Vis_rank_H2,End_time_H2,Notes_H2,Section_Id_340_I3,Data_Section_Id_340_I3,Animal_I3,AnimObsTime_I3,SeenHeard_I3,Species_I3,Animal_sp_other_I3,L or R of trans_I3,Waypoint no._I3,Distance to animal_I3,Bearing to A._I3,Dist_F_Transect_I3,Tree species_I3,Tree_sp_other_I3,SeenX2_I3,VBAUse_I3,Incidental_I3,Comments_I3
5,Arthur Rylah Institute,27,ARI,135,NA,112176,BBRR_F20,340,547516,0,338,547511,BBRR-20,NA,29/4/2021,21:50:40,Jemma Cripps,NA,1,Thr. Sp. 3,Wind moderate@-@Cloud nil or light,8,339,547512,76-100%,76-100%,76-100%,26-50%,26-50%,76-100%,23:09:22,Site has been burnt at low severity & has patches of old forest and younger logging regrowth. Possibly caught glimpse of another glider around the 200m mark but it was only eyes through very dense vegetation - tried but couldnt find it again.,340,547516,4,22:57:37,Seen,Mountain Brush-tailed Possum,NA,Left,273,6.8,121,418,NA,NA,No,NA,NA,NA
5,Arthur Rylah Institute,27,ARI,135,NA,112169,BBRR_F19,340,547474,0,338,547472,BBRR-19,NA,29/4/2021,20:00:22,Jemma Cripps,NA,2,Thr. Sp. 3,Wind nil or light@-@Cloud nil or light,8,339,547473,76-100%,76-100%,76-100%,76-100%,76-100%,76-100%,20:45:55,Transect along rd. Supermoon rising. Would classify this site as unburnt- fire got close but understorey intact here.,340,547474,1,20:05:20,Heard,Southern Boobook,NA,Left,267,200,NA,45,NA,NA,Yes,NA,NA,Pretty faint.
5,Arthur Rylah Institute,27,ARI,135,NA,112169,BBRR_F19,340,547475,0,338,547472,BBRR-19,NA,29/4/2021,20:00:22,Jemma Cripps,NA,2,Thr. Sp. 3,Wind nil or light@-@Cloud nil or light,8,339,547473,76-100%,76-100%,76-100%,76-100%,76-100%,76-100%,20:45:55,Transect along rd. Supermoon rising. Would classify this site as unburnt- fire got close but understorey intact here.,340,547475,2,20:13:26,Seen,Southern Greater Glider,NA,Left,268,5,117,120,Gum sp.,NA,No,NA,NA,Measurement perpendicular. Mottled dark grey- white belly white tail tip. In Errinundra shining gum. Feeding right in the tips.
5,Arthur Rylah Institute,27,ARI,135,NA,112169,BBRR_F19,340,547476,0,338,547472,BBRR-19,NA,29/4/2021,20:00:22,Jemma Cripps,NA,2,Thr. Sp. 3,Wind nil or light@-@Cloud nil or light,8,339,547473,76-100%,76-100%,76-100%,76-100%,76-100%,76-100%,20:45:55,Transect along rd. Supermoon rising. Would classify this site as unburnt- fire got close but understorey intact here.,340,547476,3,20:20:47,Heard,Sugar Glider,NA,Left,268,20,NA,NA,NA,NA,No,NA,NA,NA
5,Arthur Rylah Institute,27,ARI,135,NA,112169,BBRR_F19,340,547477,0,338,547472,BBRR-19,NA,29/4/2021,20:00:22,Jemma Cripps,NA,2,Thr. Sp. 3,Wind nil or light@-@Cloud nil or light,8,339,547473,76-100%,76-100%,76-100%,76-100%,76-100%,76-100%,20:45:55,Transect along rd. Supermoon rising. Would classify this site as unburnt- fire got close but understorey intact here.,340,547477,4,20:29:36,Seen,Mountain Brush-tailed Possum,NA,Left,269,0,NA,300,Acacia sp.,NA,No,NA,NA,Above rd in silver wattle
5,Arthur Rylah Institute,27,ARI,135,NA,112169,BBRR_F19,340,547478,0,338,547472,BBRR-19,NA,29/4/2021,20:00:22,Jemma Cripps,NA,2,Thr. Sp. 3,Wind nil or light@-@Cloud nil or light,8,339,547473,76-100%,76-100%,76-100%,76-100%,76-100%,76-100%,20:45:55,Transect along rd. Supermoon rising. Would classify this site as unburnt- fire got close but understorey intact here.,340,547478,5,21:03:30,Heard@-@Seen,Mountain Brush-tailed Possum,NA,Left,268,22,73,NA,NA,NA,NA,NA,NA,Incidental.
5,Arthur Rylah Institute,27,ARI,135,NA,112143,BBRR_F12,340,547198,0,338,547196,BBRR-12,NA,28/4/2021,18:55:07,Phoebe Macak,NA,1,Thr. Sp. 4,NA,11,339,547197,76-100%,76-100%,51-75%,76-100%,51-75%,51-75%,20:03:03,NA,340,547198,1,18:58:56,Heard,Sugar Glider,NA,Right,214,30,130,25,NA,NA,No,NA,NA,only called a couple of times
5,Arthur Rylah Institute,27,ARI,135,NA,112143,BBRR_F12,340,547199,0,338,547196,BBRR-12,NA,28/4/2021,18:55:07,Phoebe Macak,NA,1,Thr. Sp. 4,NA,11,339,547197,76-100%,76-100%,51-75%,76-100%,51-75%,51-75%,20:03:03,NA,340,547199,2,19:03:52,Seen,Southern Greater Glider,NA,Left,215,20,300,40,Gum sp.,NA,Yes,NA,NA,in lower canopy then climbed higher; dark brown- white chest
5,Arthur Rylah Institute,27,ARI,135,NA,112143,BBRR_F12,340,547200,0,338,547196,BBRR-12,NA,28/4/2021,18:55:07,Phoebe Macak,NA,1,Thr. Sp. 4,NA,11,339,547197,76-100%,76-100%,51-75%,76-100%,51-75%,51-75%,20:03:03,NA,340,547200,3,19:08:49,Seen,Mountain Brush-tailed Possum,NA,Left,216,2,310,73,Gum sp.,NA,Yes,NA,NA,on trunk about 3m up- animal 4 at base
5,Arthur Rylah Institute,27,ARI,135,NA,112143,BBRR_F12,340,547201,0,338,547196,BBRR-12,NA,28/4/2021,18:55:07,Phoebe Macak,NA,1,Thr. Sp. 4,NA,11,339,547197,76-100%,76-100%,51-75%,76-100%,51-75%,51-75%,20:03:03,NA,340,547201,4,19:08:49,Seen,Mountain Brush-tailed Possum,NA,Left,216,2,310,73,Gum sp.,NA,Yes,NA,NA,at base of same tree as animal #3
5,Arthur Rylah Institute,27,ARI,135,NA,112143,BBRR_F12,340,547202,0,338,547196,BBRR-12,NA,28/4/2021,18:55:07,Phoebe Macak,NA,1,Thr. Sp. 4,NA,11,339,547197,76-100%,76-100%,51-75%,76-100%,51-75%,51-75%,20:03:03,NA,340,547202,5,19:22:23,Heard,Yellow-bellied Glider,NA,Right,217,90,140,185,NA,NA,Yes,NA,NA,NA
5,Arthur Rylah Institute,27,ARI,135,NA,112143,BBRR_F12,340,547203,0,338,547196,BBRR-12,NA,28/4/2021,18:55:07,Phoebe Macak,NA,1,Thr. Sp. 4,NA,11,339,547197,76-100%,76-100%,51-75%,76-100%,51-75%,51-75%,20:03:03,NA,340,547203,6,19:30:03,Seen,Southern Greater Glider,NA,Right,218,15,150,240,NA,NA,Yes,NA,NA,tree with epicormic growth only- GG  high in canopy- dark grey body- light grey tail
5,Arthur Rylah Institute,27,ARI,135,NA,112143,BBRR_F12,340,547204,0,338,547196,BBRR-12,NA,28/4/2021,18:55:07,Phoebe Macak,NA,1,Thr. Sp. 4,NA,11,339,547197,76-100%,76-100%,51-75%,76-100%,51-75%,51-75%,20:03:03,NA,340,547204,7,19:42:09,Heard,Southern Boobook,NA,Left,219,150,10,280,NA,NA,No,NA,NA,faint
5,Arthur Rylah Institute,27,ARI,135,NA,112143,BBRR_F12,340,547205,0,338,547196,BBRR-12,NA,28/4/2021,18:55:07,Phoebe Macak,NA,1,Thr. Sp. 4,NA,11,339,547197,76-100%,76-100%,51-75%,76-100%,51-75%,51-75%,20:03:03,NA,340,547205,8,19:48:29,Heard,Yellow-bellied Glider,NA,Left,220,50,NA,310,NA,NA,Yes,NA,NA,take obs 2 measurements; only heard briefly as stopped moving- confused about direction
5,Arthur Rylah Institute,27,ARI,135,NA,112142,BBRR_F12,340,547187,0,338,547185,BBRR-12,NA,28/4/2021,19:10:07,Other,Owen Lishmund,2,Other,Wind nil or light@-@Fine@-@Vis - Dark,11,339,547186,76-100%,76-100%,51-75%,51-75%,76-100%,51-75%,20:21:36,Clear- cold and still. Lots of activity especially arboreal mammals. Moon rising towards the end but having no impact upon lighting.,340,547187,1,19:22:08,Heard,Yellow-bellied Glider,NA,Right,125,75,70,47,NA,NA,Yes,NA,NA,Heard calling fairly strongly ahead of observer.
5,Arthur Rylah Institute,27,ARI,135,NA,112142,BBRR_F12,340,547188,0,338,547185,BBRR-12,NA,28/4/2021,19:10:07,Other,Owen Lishmund,2,Other,Wind nil or light@-@Fine@-@Vis - Dark,11,339,547186,76-100%,76-100%,51-75%,51-75%,76-100%,51-75%,20:21:36,Clear- cold and still. Lots of activity especially arboreal mammals. Moon rising towards the end but having no impact upon lighting.,340,547188,2,19:25:56,Seen,Mountain Brush-tailed Possum,NA,Left,126,25,25,52,Gum sp.,NA,Yes,NA,NA,Pair sitting together in tree on transect and at somewhat low height. Duplicated for second individual.
5,Arthur Rylah Institute,27,ARI,135,NA,112142,BBRR_F12,340,547189,0,338,547185,BBRR-12,NA,28/4/2021,19:10:07,Other,Owen Lishmund,2,Other,Wind nil or light@-@Fine@-@Vis - Dark,11,339,547186,76-100%,76-100%,51-75%,51-75%,76-100%,51-75%,20:21:36,Clear- cold and still. Lots of activity especially arboreal mammals. Moon rising towards the end but having no impact upon lighting.,340,547189,3,19:25:56,Seen,Mountain Brush-tailed Possum,NA,Left,126,25,25,52,Gum sp.,NA,Yes,NA,NA,Pair sitting together in tree on transect and at somewhat low height. Duplicated for second individual.
5,Arthur Rylah Institute,27,ARI,135,NA,112142,BBRR_F12,340,547190,0,338,547185,BBRR-12,NA,28/4/2021,19:10:07,Other,Owen Lishmund,2,Other,Wind nil or light@-@Fine@-@Vis - Dark,11,339,547186,76-100%,76-100%,51-75%,51-75%,76-100%,51-75%,20:21:36,Clear- cold and still. Lots of activity especially arboreal mammals. Moon rising towards the end but having no impact upon lighting.,340,547190,4,19:27:00,Heard,Yellow-bellied Glider,NA,Left,126,50,0,52,NA,NA,No,NA,NA,Heard calling strongly not long after previously recorded individual and from different position. Sounded like a different animal.
5,Arthur Rylah Institute,27,ARI,135,NA,112142,BBRR_F12,340,547191,0,338,547185,BBRR-12,NA,28/4/2021,19:10:07,Other,Owen Lishmund,2,Other,Wind nil or light@-@Fine@-@Vis - Dark,11,339,547186,76-100%,76-100%,51-75%,51-75%,76-100%,51-75%,20:21:36,Clear- cold and still. Lots of activity especially arboreal mammals. Moon rising towards the end but having no impact upon lighting.,340,547191,5,19:33:17,Seen,Southern Greater Glider,NA,Left,126,12.2,310,52,Stringybark sp.,NA,Yes,NA,NA,Black and white animal sitting in canopy of small- slender Stringybark sp. right near transect. Didn't move from position.
5,Arthur Rylah Institute,27,ARI,135,NA,112142,BBRR_F12,340,547192,0,338,547185,BBRR-12,NA,28/4/2021,19:10:07,Other,Owen Lishmund,2,Other,Wind nil or light@-@Fine@-@Vis - Dark,11,339,547186,76-100%,76-100%,51-75%,51-75%,76-100%,51-75%,20:21:36,Clear- cold and still. Lots of activity especially arboreal mammals. Moon rising towards the end but having no impact upon lighting.,340,547192,6,19:46:36,Heard,Yellow-bellied Glider,NA,Left,127,60,350,156,NA,NA,NA,NA,NA,Heard from down the slope and in general direction ahead of observer. Likely same individual as #4.
5,Arthur Rylah Institute,27,ARI,135,NA,112142,BBRR_F12,340,547193,0,338,547185,BBRR-12,NA,28/4/2021,19:10:07,Other,Owen Lishmund,2,Other,Wind nil or light@-@Fine@-@Vis - Dark,11,339,547186,76-100%,76-100%,51-75%,51-75%,76-100%,51-75%,20:21:36,Clear- cold and still. Lots of activity especially arboreal mammals. Moon rising towards the end but having no impact upon lighting.,340,547193,7,19:54:41,Heard,Sugar Glider,NA,Left,128,70,220,213,NA,NA,No,NA,NA,Heard yapping back behind observer.
5,Arthur Rylah Institute,27,ARI,135,NA,112142,BBRR_F12,340,547194,0,338,547185,BBRR-12,NA,28/4/2021,19:10:07,Other,Owen Lishmund,2,Other,Wind nil or light@-@Fine@-@Vis - Dark,11,339,547186,76-100%,76-100%,51-75%,51-75%,76-100%,51-75%,20:21:36,Clear- cold and still. Lots of activity especially arboreal mammals. Moon rising towards the end but having no impact upon lighting.,340,547194,8,19:59:51,Seen,Southern Greater Glider,NA,Right,129,14.4,130,226,Stringybark sp.,NA,Yes,NA,NA,Grey and white individual seen up in canopy of heavily burnt resrouting Stringybark sp? Not moving from position.
5,Arthur Rylah Institute,27,ARI,135,NA,112142,BBRR_F12,340,547195,0,338,547185,BBRR-12,NA,28/4/2021,19:10:07,Other,Owen Lishmund,2,Other,Wind nil or light@-@Fine@-@Vis - Dark,11,339,547186,76-100%,76-100%,51-75%,51-75%,76-100%,51-75%,20:21:36,Clear- cold and still. Lots of activity especially arboreal mammals. Moon rising towards the end but having no impact upon lighting.,340,547195,9,20:02:44,Heard,Yellow-bellied Glider,NA,Left,129,75,0,234,NA,NA,NA,NA,NA,Heard once roughly ahead of observer. Likely same individual as #4.
5,Arthur Rylah Institute,27,ARI,135,NA,112097,BBRR_F10,340,546922,0,338,546920,BBRR-10,NA,28/4/2021,22:51:51,Other,Owen Lishmund,1,Other,Wind nil or light@-@Fine@-@Cloud nil or light@-@Vis - Dark,8,339,546921,76-100%,76-100%,76-100%,76-100%,76-100%,76-100%,23:42:00,Initially attempted briefly but halted due to thick fog. Restarted when it cleared and had good conditions for entire transect. Cold and clear with bright moonlight.,340,546922,1,23:00:11,Heard,Sugar Glider,NA,Right,132,100,80,91,NA,NA,No,NA,NA,Heard yapping ahead of observer at considerable distance.
5,Arthur Rylah Institute,27,ARI,135,NA,112097,BBRR_F10,340,546923,0,338,546920,BBRR-10,NA,28/4/2021,22:51:51,Other,Owen Lishmund,1,Other,Wind nil or light@-@Fine@-@Cloud nil or light@-@Vis - Dark,8,339,546921,76-100%,76-100%,76-100%,76-100%,76-100%,76-100%,23:42:00,Initially attempted briefly but halted due to thick fog. Restarted when it cleared and had good conditions for entire transect. Cold and clear with bright moonlight.,340,546923,2,23:23:26,Heard,Yellow-bellied Glider,NA,Right,133,75,200,324,NA,NA,Yes,NA,NA,Heard at reasonable distance well off the transect.
5,Arthur Rylah Institute,27,ARI,135,NA,112097,BBRR_F10,340,546924,0,338,546920,BBRR-10,NA,28/4/2021,22:51:51,Other,Owen Lishmund,1,Other,Wind nil or light@-@Fine@-@Cloud nil or light@-@Vis - Dark,8,339,546921,76-100%,76-100%,76-100%,76-100%,76-100%,76-100%,23:42:00,Initially attempted briefly but halted due to thick fog. Restarted when it cleared and had good conditions for entire transect. Cold and clear with bright moonlight.,340,546924,3,23:30:13,Heard,Yellow-bellied Glider,NA,Left,134,75,340,396,NA,NA,Yes,NA,NA,Heard a fair way off transect opposite direction to previous individual
5,Arthur Rylah Institute,27,ARI,135,NA,112097,BBRR_F10,340,546925,0,338,546920,BBRR-10,NA,28/4/2021,22:51:51,Other,Owen Lishmund,1,Other,Wind nil or light@-@Fine@-@Cloud nil or light@-@Vis - Dark,8,339,546921,76-100%,76-100%,76-100%,76-100%,76-100%,76-100%,23:42:00,Initially attempted briefly but halted due to thick fog. Restarted when it cleared and had good conditions for entire transect. Cold and clear with bright moonlight.,340,546925,4,23:34:55,Heard@-@Seen,Sugar Glider,NA,Left,135,50,50,436,NA,NA,No,NA,NA,Heard yapping. Soon after seen gliding from one tree to another and climbing up the trunk.
5,Arthur Rylah Institute,27,ARI,135,NA,112097,BBRR_F10,340,546926,0,338,546920,BBRR-10,NA,28/4/2021,22:51:51,Other,Owen Lishmund,1,Other,Wind nil or light@-@Fine@-@Cloud nil or light@-@Vis - Dark,8,339,546921,76-100%,76-100%,76-100%,76-100%,76-100%,76-100%,23:42:00,Initially attempted briefly but halted due to thick fog. Restarted when it cleared and had good conditions for entire transect. Cold and clear with bright moonlight.,340,546926,5,23:38:59,Heard,Mountain Brush-tailed Possum,NA,Left,136,25,10,476,NA,NA,Yes,NA,NA,Heard calling at close range and in the lower strata.
5,Arthur Rylah Institute,27,ARI,135,NA,112096,BBRR_F10,340,546917,0,338,546915,BBRR-10,NA,28/4/2021,23:01:44,Phoebe Macak,NA,2,Thr. Sp. 4,Cloud nil or light@-@Fine@-@Vis - Dark@-@Wind nil or light,8,339,546916,76-100%,76-100%,76-100%,76-100%,76-100%,76-100%,23:58:07,NA,340,546917,1,23:24:01,Heard,Yellow-bellied Glider,NA,Right,222,70,220,220,NA,NA,Yes,NA,NA,NA
5,Arthur Rylah Institute,27,ARI,135,NA,112096,BBRR_F10,340,546918,0,338,546915,BBRR-10,NA,28/4/2021,23:01:44,Phoebe Macak,NA,2,Thr. Sp. 4,Cloud nil or light@-@Fine@-@Vis - Dark@-@Wind nil or light,8,339,546916,76-100%,76-100%,76-100%,76-100%,76-100%,76-100%,23:58:07,NA,340,546918,2,23:30:51,Heard,Yellow-bellied Glider,NA,Left,223,70,60,260,NA,NA,Yes,NA,NA,same as Owen animal 3
5,Arthur Rylah Institute,27,ARI,135,NA,112096,BBRR_F10,340,546919,0,338,546915,BBRR-10,NA,28/4/2021,23:01:44,Phoebe Macak,NA,2,Thr. Sp. 4,Cloud nil or light@-@Fine@-@Vis - Dark@-@Wind nil or light,8,339,546916,76-100%,76-100%,76-100%,76-100%,76-100%,76-100%,23:58:07,NA,340,546919,3,23:45:00,Seen,Mountain Brush-tailed Possum,NA,Left,225,15,15,450,Gum sp.,NA,Yes,NA,NA,heard initially earlier
5,Arthur Rylah Institute,27,ARI,135,NA,112094,BBRR_F8,340,546898,0,338,546895,BBRR-8,NA,29/4/2021,19:05:29,Phoebe Macak,NA,2,Thr. Sp. 4,Cloud nil or light@-@Fine@-@Vis - Dark@-@Wind nil or light,7,339,546897,76-100%,76-100%,76-100%,51-75%,51-75%,76-100%,20:43:06,NA,340,546898,1,19:12:31,Seen,Southern Greater Glider,NA,Right,226,10,45,45,Peppermint sp.,NA,Yes,NA,NA,NA
5,Arthur Rylah Institute,27,ARI,135,NA,112094,BBRR_F8,340,546900,0,338,546895,BBRR-8,NA,29/4/2021,19:05:29,Phoebe Macak,NA,2,Thr. Sp. 4,Cloud nil or light@-@Fine@-@Vis - Dark@-@Wind nil or light,7,339,546897,76-100%,76-100%,76-100%,51-75%,51-75%,76-100%,20:43:06,NA,340,546900,2,19:37:30,Seen,Southern Greater Glider,NA,Left,227,20,260,195,Gum sp.,NA,No,NA,NA,NA
5,Arthur Rylah Institute,27,ARI,135,NA,112094,BBRR_F8,340,546902,0,338,546895,BBRR-8,NA,29/4/2021,19:05:29,Phoebe Macak,NA,2,Thr. Sp. 4,Cloud nil or light@-@Fine@-@Vis - Dark@-@Wind nil or light,7,339,546897,76-100%,76-100%,76-100%,51-75%,51-75%,76-100%,20:43:06,NA,340,546902,3,19:55:54,Seen,Southern Greater Glider,NA,Right,228,10,60,295,Gum sp.,NA,Yes,NA,NA,dark- white chest
5,Arthur Rylah Institute,27,ARI,135,NA,112094,BBRR_F8,340,546904,0,338,546895,BBRR-8,NA,29/4/2021,19:05:29,Phoebe Macak,NA,2,Thr. Sp. 4,Cloud nil or light@-@Fine@-@Vis - Dark@-@Wind nil or light,7,339,546897,76-100%,76-100%,76-100%,51-75%,51-75%,76-100%,20:43:06,NA,340,546904,4,20:24:34,Seen,Southern Greater Glider,NA,Right,229,10,45,440,Peppermint sp.,NA,Yes,NA,NA,dark- white chest; same as animal 8 for Owen
5,Arthur Rylah Institute,27,ARI,135,NA,112094,BBRR_F8,340,546906,0,338,546895,BBRR-8,NA,29/4/2021,19:05:29,Phoebe Macak,NA,2,Thr. Sp. 4,Cloud nil or light@-@Fine@-@Vis - Dark@-@Wind nil or light,7,339,546897,76-100%,76-100%,76-100%,51-75%,51-75%,76-100%,20:43:06,NA,340,546906,5,20:28:39,Seen,Mountain Brush-tailed Possum,NA,Right,229,10,45,440,Peppermint sp.,NA,Yes,NA,NA,on small log just off gnd- at base of tree with GG
5,Arthur Rylah Institute,27,ARI,135,NA,112094,BBRR_F8,340,546908,0,338,546895,BBRR-8,NA,29/4/2021,19:05:29,Phoebe Macak,NA,2,Thr. Sp. 4,Cloud nil or light@-@Fine@-@Vis - Dark@-@Wind nil or light,7,339,546897,76-100%,76-100%,76-100%,51-75%,51-75%,76-100%,20:43:06,NA,340,546908,6,20:28:34,Heard,Sugar Glider,NA,Left,229,50,170,440,NA,NA,No,NA,NA,NA
5,Arthur Rylah Institute,27,ARI,135,NA,112094,BBRR_F8,340,546910,0,338,546895,BBRR-8,NA,29/4/2021,19:05:29,Phoebe Macak,NA,2,Thr. Sp. 4,Cloud nil or light@-@Fine@-@Vis - Dark@-@Wind nil or light,7,339,546897,76-100%,76-100%,76-100%,51-75%,51-75%,76-100%,20:43:06,NA,340,546910,7,20:30:45,Heard,Yellow-bellied Glider,NA,Right,229,70,30,440,NA,NA,Yes,NA,NA,"
"
5,Arthur Rylah Institute,27,ARI,135,NA,112094,BBRR_F8,340,546911,0,338,546895,BBRR-8,NA,29/4/2021,19:05:29,Phoebe Macak,NA,2,Thr. Sp. 4,Cloud nil or light@-@Fine@-@Vis - Dark@-@Wind nil or light,7,339,546897,76-100%,76-100%,76-100%,51-75%,51-75%,76-100%,20:43:06,NA,340,546911,8,20:39:00,Seen,Southern Greater Glider,NA,Right,230,20,50,495,Gum sp.,NA,Yes,NA,NA,grey & white
5,Arthur Rylah Institute,27,ARI,135,NA,112094,BBRR_F8,340,546912,0,338,546895,BBRR-8,NA,29/4/2021,19:05:29,Phoebe Macak,NA,2,Thr. Sp. 4,Cloud nil or light@-@Fine@-@Vis - Dark@-@Wind nil or light,7,339,546897,76-100%,76-100%,76-100%,51-75%,51-75%,76-100%,20:43:06,NA,340,546912,9,20:42:58,Heard,Sugar Glider,NA,NA,231,50,0,500,NA,NA,No,NA,NA,beyond transect
5,Arthur Rylah Institute,27,ARI,135,NA,112093,BBRR_F8,340,546893,0,338,546891,BBRR-8,NA,29/4/2021,18:50:06,Other,Owen Lishmund,1,Other,Wind nil or light@-@Fine@-@Cloud nil or light@-@Vis - Dark,7,339,546892,76-100%,51-75%,51-75%,51-75%,76-100%,76-100%,20:21:24,Cold- clear and still. Moon rising towards end but having no impact upon lighting. Very active with lots of mammals out. Understorey in some places very thick and severely obscuring view of the upper strata.,340,546893,1,18:57:18,Seen,Southern Greater Glider,NA,Right,139,20.5,30,38,E. dives,NA,Yes,NA,NA,Black and white individual perched in lower canopy of mid-sized Peppermint not far off transect. Not moving from position.
5,Arthur Rylah Institute,27,ARI,135,NA,112093,BBRR_F8,340,546894,0,338,546891,BBRR-8,NA,29/4/2021,18:50:06,Other,Owen Lishmund,1,Other,Wind nil or light@-@Fine@-@Cloud nil or light@-@Vis - Dark,7,339,546892,76-100%,51-75%,51-75%,51-75%,76-100%,76-100%,20:21:24,Cold- clear and still. Moon rising towards end but having no impact upon lighting. Very active with lots of mammals out. Understorey in some places very thick and severely obscuring view of the upper strata.,340,546894,2,19:13:18,Heard,Southern Boobook,NA,Right,140,125,90,124,NA,NA,No,NA,NA,Heard doing strange almost trill-like call.
5,Arthur Rylah Institute,27,ARI,135,NA,112093,BBRR_F8,340,546896,0,338,546891,BBRR-8,NA,29/4/2021,18:50:06,Other,Owen Lishmund,1,Other,Wind nil or light@-@Fine@-@Cloud nil or light@-@Vis - Dark,7,339,546892,76-100%,51-75%,51-75%,51-75%,76-100%,76-100%,20:21:24,Cold- clear and still. Moon rising towards end but having no impact upon lighting. Very active with lots of mammals out. Understorey in some places very thick and severely obscuring view of the upper strata.,340,546896,3,19:25:12,Heard@-@Seen,Mountain Brush-tailed Possum,NA,Left,141,10.4,305,211,Other,Acacia,No,NA,NA,Initially heard then seen very low on Acacia trunk right near transect.
5,Arthur Rylah Institute,27,ARI,135,NA,112093,BBRR_F8,340,546899,0,338,546891,BBRR-8,NA,29/4/2021,18:50:06,Other,Owen Lishmund,1,Other,Wind nil or light@-@Fine@-@Cloud nil or light@-@Vis - Dark,7,339,546892,76-100%,51-75%,51-75%,51-75%,76-100%,76-100%,20:21:24,Cold- clear and still. Moon rising towards end but having no impact upon lighting. Very active with lots of mammals out. Understorey in some places very thick and severely obscuring view of the upper strata.,340,546899,4,19:35:42,Seen,Southern Greater Glider,NA,Right,142,21.8,0,282,E. cypellocarpa,NA,Yes,NA,NA,Sitting fairly high in fork of large gum right against the trunk. Not moving from position.
5,Arthur Rylah Institute,27,ARI,135,NA,112093,BBRR_F8,340,546901,0,338,546891,BBRR-8,NA,29/4/2021,18:50:06,Other,Owen Lishmund,1,Other,Wind nil or light@-@Fine@-@Cloud nil or light@-@Vis - Dark,7,339,546892,76-100%,51-75%,51-75%,51-75%,76-100%,76-100%,20:21:24,Cold- clear and still. Moon rising towards end but having no impact upon lighting. Very active with lots of mammals out. Understorey in some places very thick and severely obscuring view of the upper strata.,340,546901,5,19:45:42,Heard,Yellow-bellied Glider,NA,Right,143,150,10,322,NA,NA,Yes,NA,NA,Heard distantly a few times.
5,Arthur Rylah Institute,27,ARI,135,NA,112093,BBRR_F8,340,546903,0,338,546891,BBRR-8,NA,29/4/2021,18:50:06,Other,Owen Lishmund,1,Other,Wind nil or light@-@Fine@-@Cloud nil or light@-@Vis - Dark,7,339,546892,76-100%,51-75%,51-75%,51-75%,76-100%,76-100%,20:21:24,Cold- clear and still. Moon rising towards end but having no impact upon lighting. Very active with lots of mammals out. Understorey in some places very thick and severely obscuring view of the upper strata.,340,546903,6,19:50:00,Seen,Feather-tailed Glider,NA,Left,144,5,320,384,NA,NA,No,NA,NA,Initially seen in low shrubs at close range then moving around on the ground layer.
5,Arthur Rylah Institute,27,ARI,135,NA,112093,BBRR_F8,340,546905,0,338,546891,BBRR-8,NA,29/4/2021,18:50:06,Other,Owen Lishmund,1,Other,Wind nil or light@-@Fine@-@Cloud nil or light@-@Vis - Dark,7,339,546892,76-100%,51-75%,51-75%,51-75%,76-100%,76-100%,20:21:24,Cold- clear and still. Moon rising towards end but having no impact upon lighting. Very active with lots of mammals out. Understorey in some places very thick and severely obscuring view of the upper strata.,340,546905,7,20:08:21,Seen,Mountain Brush-tailed Possum,NA,Right,145,10.5,355,449,NA,NA,Yes,NA,NA,Seen very low near ground on burnt trunk next to transect.
5,Arthur Rylah Institute,27,ARI,135,NA,112093,BBRR_F8,340,546907,0,338,546891,BBRR-8,NA,29/4/2021,18:50:06,Other,Owen Lishmund,1,Other,Wind nil or light@-@Fine@-@Cloud nil or light@-@Vis - Dark,7,339,546892,76-100%,51-75%,51-75%,51-75%,76-100%,76-100%,20:21:24,Cold- clear and still. Moon rising towards end but having no impact upon lighting. Very active with lots of mammals out. Understorey in some places very thick and severely obscuring view of the upper strata.,340,546907,8,20:12:38,Seen,Southern Greater Glider,NA,Right,146,25,90,457,E. dives,NA,Yes,NA,NA,Black and white individual sitting up in canopy of decent sized Peppermint not far off transect. Not moving from position.
5,Arthur Rylah Institute,27,ARI,135,NA,112093,BBRR_F8,340,546909,0,338,546891,BBRR-8,NA,29/4/2021,18:50:06,Other,Owen Lishmund,1,Other,Wind nil or light@-@Fine@-@Cloud nil or light@-@Vis - Dark,7,339,546892,76-100%,51-75%,51-75%,51-75%,76-100%,76-100%,20:21:24,Cold- clear and still. Moon rising towards end but having no impact upon lighting. Very active with lots of mammals out. Understorey in some places very thick and severely obscuring view of the upper strata.,340,546909,9,20:15:52,Seen,Southern Greater Glider,NA,Right,147,28.5,25,485,Gum sp.,NA,Yes,NA,NA,Grey and white individual up in canopy of gum. Not moving from position.
