"","schema","table_name","table_description","table_type","column_name","column_class","column_description","darwin_standard_core","derived_from"
"128","camtrap","curated_project_information","Is a table that stores the most recent project information entries (i.e. no duplicate projects)","curated","ProjectDescription","character","Short description of the project",NA,"UserInput"
"129","camtrap","curated_project_information","Is a table that stores the most recent project information entries (i.e. no duplicate projects)","curated","ProjectLeader","character","Name of the person/persons responsible for the project",NA,"UserInput"
"130","camtrap","curated_project_information","Is a table that stores the most recent project information entries (i.e. no duplicate projects)","curated","camtrap_project_database_ID","character","Unique ID of the camera trap project ID is formulated from key variables of ProjectShortName",NA,"automated"
"131","camtrap","curated_project_information","Is a table that stores the most recent project information entries (i.e. no duplicate projects)","curated","Timestamp","POSIXct, POSIXt","Time/date of upload (should exist as Greenwhich Mean Time)",NA,"automated"
"132","camtrap","curated_project_information","Is a table that stores the most recent project information entries (i.e. no duplicate projects)","curated","Uploader","character","Name of person uploading data",NA,"automated"
"133","camtrap","processed_site_substation_presence_absence","Is a table with the presence and absence of each species at each site. The possible absent species from each site are only derived from the species pool for a given project. This avoids absences of species for particular projects that did not set out to record that species.","processed","ProjectShortName","character","Short project name that data was collected for. Approximately five words in lowercase seperated by underscores.",NA,"UserInput"
"134","camtrap","processed_site_substation_presence_absence","Is a table with the presence and absence of each species at each site. The possible absent species from each site are only derived from the species pool for a given project. This avoids absences of species for particular projects that did not set out to record that species.","processed","SiteID","character","Site identification. Can be camera trap location or have a nesting of substations. Project specific.","locationID","UserInput"
"135","camtrap","processed_site_substation_presence_absence","Is a table with the presence and absence of each species at each site. The possible absent species from each site are only derived from the species pool for a given project. This avoids absences of species for particular projects that did not set out to record that species.","processed","SubStation","character","Nested location of camera trap within a site. Used in cases where a site has multiple camera trap deployments.","locationID","UserInput"
"136","camtrap","processed_site_substation_presence_absence","Is a table with the presence and absence of each species at each site. The possible absent species from each site are only derived from the species pool for a given project. This avoids absences of species for particular projects that did not set out to record that species.","processed","Iteration","integer","Useful for multi-season surveys, this is the nth deployment iteration. If it is the first survey at a site, use 1.",NA,"UserInput"
"137","camtrap","processed_site_substation_presence_absence","Is a table with the presence and absence of each species at each site. The possible absent species from each site are only derived from the species pool for a given project. This avoids absences of species for particular projects that did not set out to record that species.","processed","scientific_name","character","Scientific taxa name as per VBA","scientificName","standardise_species_names()"
"138","camtrap","processed_site_substation_presence_absence","Is a table with the presence and absence of each species at each site. The possible absent species from each site are only derived from the species pool for a given project. This avoids absences of species for particular projects that did not set out to record that species.","processed","common_name","character","Common taxa name as per VBA","vernacularName","standardise_species_names()"
"139","camtrap","processed_site_substation_presence_absence","Is a table with the presence and absence of each species at each site. The possible absent species from each site are only derived from the species pool for a given project. This avoids absences of species for particular projects that did not set out to record that species.","processed","Presence","numeric","Whether or not the species is present","occurrenceStatus","automated"
"140","camtrap","processed_site_substation_daily_presence_absence","Is a table where presences and absences are daily. Is a table with the presence and absence of each species at each site. The possible absent species from each site are only derived from the species pool for a given project. This avoids absences of species for particular projects that did not set out to record that species. Includes early truncation of camera deployment from the `curated_camtrap_operation` dataset when there is a problem with the operation period.","processed","ProjectShortName","character","Short project name that data was collected for. Approximately five words in lowercase seperated by underscores.",NA,"UserInput"
"141","camtrap","processed_site_substation_daily_presence_absence","Is a table where presences and absences are daily. Is a table with the presence and absence of each species at each site. The possible absent species from each site are only derived from the species pool for a given project. This avoids absences of species for particular projects that did not set out to record that species. Includes early truncation of camera deployment from the `curated_camtrap_operation` dataset when there is a problem with the operation period.","processed","SiteID","character","Site identification. Can be camera trap location or have a nesting of substations. Project specific.","locationID","UserInput"
"142","camtrap","processed_site_substation_daily_presence_absence","Is a table where presences and absences are daily. Is a table with the presence and absence of each species at each site. The possible absent species from each site are only derived from the species pool for a given project. This avoids absences of species for particular projects that did not set out to record that species. Includes early truncation of camera deployment from the `curated_camtrap_operation` dataset when there is a problem with the operation period.","processed","SubStation","character","Nested location of camera trap within a site. Used in cases where a site has multiple camera trap deployments.","locationID","UserInput"
"143","camtrap","processed_site_substation_daily_presence_absence","Is a table where presences and absences are daily. Is a table with the presence and absence of each species at each site. The possible absent species from each site are only derived from the species pool for a given project. This avoids absences of species for particular projects that did not set out to record that species. Includes early truncation of camera deployment from the `curated_camtrap_operation` dataset when there is a problem with the operation period.","processed","Iteration","integer","Useful for multi-season surveys, this is the nth deployment iteration. If it is the first survey at a site, use 1.",NA,"UserInput"
"144","camtrap","processed_site_substation_daily_presence_absence","Is a table where presences and absences are daily. Is a table with the presence and absence of each species at each site. The possible absent species from each site are only derived from the species pool for a given project. This avoids absences of species for particular projects that did not set out to record that species. Includes early truncation of camera deployment from the `curated_camtrap_operation` dataset when there is a problem with the operation period.","processed","Date","POSIXct, POSIXt","Date of photo","eventDate","camtrapR"
"145","camtrap","processed_site_substation_daily_presence_absence","Is a table where presences and absences are daily. Is a table with the presence and absence of each species at each site. The possible absent species from each site are only derived from the species pool for a given project. This avoids absences of species for particular projects that did not set out to record that species. Includes early truncation of camera deployment from the `curated_camtrap_operation` dataset when there is a problem with the operation period.","processed","scientific_name","character","Scientific taxa name as per VBA","scientificName","standardise_species_names()"
"146","camtrap","processed_site_substation_daily_presence_absence","Is a table where presences and absences are daily. Is a table with the presence and absence of each species at each site. The possible absent species from each site are only derived from the species pool for a given project. This avoids absences of species for particular projects that did not set out to record that species. Includes early truncation of camera deployment from the `curated_camtrap_operation` dataset when there is a problem with the operation period.","processed","common_name","character","Common taxa name as per VBA","vernacularName","standardise_species_names()"
"147","camtrap","processed_site_substation_daily_presence_absence","Is a table where presences and absences are daily. Is a table with the presence and absence of each species at each site. The possible absent species from each site are only derived from the species pool for a given project. This avoids absences of species for particular projects that did not set out to record that species. Includes early truncation of camera deployment from the `curated_camtrap_operation` dataset when there is a problem with the operation period.","processed","Presence","numeric","Whether or not the species is present","occurrenceStatus","automated"
